id,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
2837,34,Private,235124,HS-grad,Never-married,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
2838,36,Self-emp-not-inc,367020,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
2839,41,Private,149102,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Poland,<=50K
2840,30,Private,423770,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Mexico,<=50K
2841,44,Private,211759,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K
2842,34,Private,56883,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
2843,41,Private,223062,Some-college,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
2844,29,Private,406662,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
2845,25,Private,206600,9th,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,48,Mexico,<=50K
2846,42,Local-gov,147510,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
2848,26,Private,187577,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
2849,46,Self-emp-inc,278322,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
2851,49,State-gov,203039,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
2852,23,Private,145651,Some-college,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
2854,30,Private,91145,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,55,United-States,<=50K
2856,31,Private,207537,HS-grad,Divorced,Craft-repair,Own-child,White,Male,0,1669,50,United-States,<=50K
2857,19,Private,417657,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
2858,45,Private,189890,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,38,United-States,<=50K
2860,26,Private,108658,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
2861,38,Self-emp-not-inc,190023,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
2862,31,Private,222130,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
2863,36,Self-emp-inc,164866,Assoc-acdm,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
2865,30,Private,186269,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
2868,73,Private,123160,10th,Widowed,Other-service,Not-in-family,White,Female,0,0,10,United-States,<=50K
2869,30,Private,123178,10th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
2872,58,Private,241056,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,<=50K
2873,34,Local-gov,220066,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
2874,35,Private,180342,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
2876,45,Private,183168,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
2877,27,Private,386036,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,<=50K
2879,45,Private,28035,Some-college,Never-married,Farming-fishing,Other-relative,White,Male,0,0,50,United-States,<=50K
2880,40,Private,282155,HS-grad,Separated,Other-service,Other-relative,White,Female,0,0,25,United-States,<=50K
2881,27,Private,192384,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
2882,19,Private,383637,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
2883,29,Private,457402,5th-6th,Never-married,Other-service,Not-in-family,White,Male,0,0,25,Mexico,<=50K
2884,34,Self-emp-inc,80249,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K
2885,32,State-gov,159537,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
2886,49,Private,240859,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba,<=50K
2888,39,Self-emp-not-inc,68781,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
2889,43,Private,220589,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
2890,22,Private,51136,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,60,United-States,<=50K
2891,24,Private,54560,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
2892,25,Private,201413,Some-college,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
2893,19,Private,40425,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,28,United-States,<=50K
2894,31,Private,189461,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,0,0,41,United-States,<=50K
2895,53,Private,200576,11th,Divorced,Craft-repair,Other-relative,White,Female,0,0,40,United-States,<=50K
2896,61,Private,92691,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,<=50K
2897,47,Private,664821,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,El-Salvador,<=50K
2898,37,Private,175130,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
2899,50,Self-emp-not-inc,391016,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
2900,27,Private,249315,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,44,United-States,<=50K
2901,58,Private,111169,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
2902,43,Private,334946,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
2903,39,Private,352248,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
2904,36,Private,173804,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
2905,56,Private,155449,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
2906,26,Private,73689,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
2907,23,Private,227594,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,38,United-States,<=50K
2908,47,Private,161676,11th,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
2909,68,Private,75913,12th,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
2910,47,Local-gov,242552,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
2912,26,Private,159732,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
2913,20,Private,131230,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,1590,40,United-States,<=50K
2914,46,Private,180695,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
2916,37,Private,409189,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
2917,43,Private,111252,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States,<=50K
2918,59,Private,294395,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
2919,39,Private,172718,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
2920,32,Private,43403,Some-college,Divorced,Farming-fishing,Not-in-family,White,Female,0,1590,54,United-States,<=50K
2921,63,Private,111963,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,<=50K
2923,59,Private,114032,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
2924,26,Private,179633,HS-grad,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
2925,34,Private,19847,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
2927,26,Private,209942,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
2928,53,Private,197492,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
2930,31,Private,83446,HS-grad,Widowed,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
2931,24,Private,215443,HS-grad,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
2932,57,Local-gov,268252,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,62,United-States,<=50K
2933,40,Private,181015,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,47,United-States,<=50K
2934,41,Self-emp-inc,139916,Assoc-voc,Married-civ-spouse,Sales,Husband,Other,Male,0,2179,84,Mexico,<=50K
2935,20,Private,195770,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,26,United-States,<=50K
2936,45,Private,125194,11th,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
2937,27,Private,58654,Assoc-voc,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
2938,36,Private,252327,5th-6th,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
2939,30,Private,116508,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,<=50K
2941,25,Private,374163,HS-grad,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,0,0,40,Mexico,<=50K
2942,31,Private,196788,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
2944,26,Private,245628,11th,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,20,United-States,<=50K
2945,25,Private,159732,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
2946,29,Private,129856,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
2947,24,Private,182812,Some-college,Never-married,Adm-clerical,Own-child,White,Female,3325,0,52,Dominican-Republic,<=50K
2950,21,Private,256356,11th,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,40,Mexico,<=50K
2951,29,Private,136277,10th,Never-married,Other-service,Own-child,Black,Female,0,0,32,United-States,<=50K
2952,36,Private,284616,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
2953,20,Private,185554,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
2955,39,Private,33487,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
2956,36,Private,84306,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,50,United-States,<=50K
2958,61,Private,149653,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
2959,38,Private,348739,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
2960,21,Private,34506,HS-grad,Separated,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
2961,40,Private,346964,HS-grad,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
2962,46,Private,192208,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
2963,21,Private,305874,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States,<=50K
2964,35,Self-emp-not-inc,462890,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,<=50K
2965,39,Private,89508,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
2966,38,Self-emp-not-inc,200153,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
2967,30,Private,179446,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
2968,28,Private,208965,9th,Never-married,Machine-op-inspct,Unmarried,Other,Male,0,0,40,Mexico,<=50K
2971,40,Private,327573,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
2973,44,Private,265266,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
2974,38,Private,203836,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,3464,0,40,Columbia,<=50K
2978,20,Private,368852,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
2979,44,Private,353396,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
2980,33,Private,161745,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
2981,18,Private,97963,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
2983,50,State-gov,198103,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
2984,47,Federal-gov,55377,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
2986,53,Private,374588,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,<=50K
2987,39,Self-emp-not-inc,174330,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
2988,26,Private,31350,11th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
2989,41,Private,243607,5th-6th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,<=50K
2990,47,Local-gov,134671,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
2991,31,Private,197023,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
2994,43,Private,598606,9th,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,50,United-States,<=50K
2996,35,Private,166235,Some-college,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,30,United-States,<=50K
2997,41,Private,187821,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2885,0,40,United-States,<=50K
2999,52,Self-emp-not-inc,194791,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3000,61,Private,231323,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3001,39,Local-gov,305597,HS-grad,Separated,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
3002,19,Private,25429,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
3004,39,Private,346478,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
3005,22,Private,341368,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
3006,30,State-gov,295612,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
3007,40,Private,168936,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K
3008,43,Private,218558,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,3325,0,40,United-States,<=50K
3009,37,Private,336598,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,36,Mexico,<=50K
3010,23,Private,308205,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
3011,39,Local-gov,357173,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,59,United-States,<=50K
3012,54,Private,457237,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
3013,46,Self-emp-inc,284799,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
3014,20,Private,179423,Some-college,Never-married,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
3015,17,Private,139183,10th,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
3016,36,Private,203482,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
3017,37,Private,112554,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
3018,53,Private,99476,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
3020,38,Private,220585,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3021,63,Self-emp-not-inc,194638,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,<=50K
3023,23,Self-emp-inc,214542,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
3024,20,Private,161922,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,43,United-States,<=50K
3026,28,Private,259351,10th,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K
3027,59,Private,208395,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
3029,33,Private,239781,Preschool,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
3030,56,Private,174351,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,<=50K
3032,31,Local-gov,188798,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
3033,41,Private,50122,Assoc-voc,Divorced,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
3034,25,State-gov,152035,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
3035,49,Local-gov,249289,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
3036,39,Private,257726,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
3037,21,Private,151158,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,25,United-States,<=50K
3038,35,Private,465326,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
3040,31,Private,329301,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K
3041,17,Self-emp-inc,254859,11th,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
3043,25,Local-gov,222800,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
3045,50,Private,170050,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
3047,50,Private,400004,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
3048,63,Private,183608,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
3049,31,Private,194055,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
3050,23,Private,210443,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
3051,18,Private,43272,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
3052,43,Local-gov,108945,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,48,United-States,<=50K
3054,18,Private,304169,11th,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
3056,46,State-gov,106705,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
3058,31,Private,235389,7th-8th,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,30,Portugal,<=50K
3059,27,Private,39665,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,37,United-States,<=50K
3060,41,Private,113823,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England,<=50K
3062,44,Private,54507,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
3063,26,Private,117833,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,1669,50,United-States,<=50K
3065,69,Private,88566,9th,Married-civ-spouse,Other-service,Husband,White,Male,1424,0,35,United-States,<=50K
3066,33,Private,323619,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
3067,30,Private,75755,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
3069,18,Private,131033,11th,Never-married,Other-service,Other-relative,Black,Male,0,0,15,United-States,<=50K
3071,20,Private,121568,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
3072,26,Private,139098,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,<=50K
3073,46,Private,357338,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
3074,31,Private,283268,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K
3076,40,Private,315321,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,625,52,United-States,<=50K
3077,31,Private,120461,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
3078,32,Self-emp-not-inc,65278,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
3079,23,Self-emp-not-inc,208503,Some-college,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
3080,25,Local-gov,112835,Masters,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
3081,37,Private,265038,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
3082,18,Private,89478,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
3083,55,Private,276229,HS-grad,Widowed,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K
3084,52,Private,366232,9th,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,Cuba,<=50K
3085,26,Private,152035,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
3087,39,Private,75995,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
3090,55,Private,52953,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
3091,30,Private,221043,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
3092,59,Federal-gov,115389,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
3093,45,Self-emp-not-inc,204205,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
3095,21,Private,197387,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
3096,31,Private,42485,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K
3097,29,Private,367706,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
3098,24,Private,102493,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
3099,17,Private,263746,10th,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
3100,47,Private,115358,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
3102,63,Private,230823,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,<=50K
3103,21,Private,300812,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
3104,18,Private,174732,HS-grad,Never-married,Other-service,Other-relative,Black,Male,0,0,36,United-States,<=50K
3106,81,Self-emp-not-inc,137018,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
3109,39,Self-emp-not-inc,188571,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
3110,46,Private,97883,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
3112,39,Local-gov,57424,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
3113,29,Private,151476,Some-college,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
3114,23,Private,129583,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,16,United-States,<=50K
3115,57,Private,180920,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
3116,38,Self-emp-not-inc,182416,HS-grad,Never-married,Sales,Unmarried,Black,Female,0,0,42,United-States,<=50K
3117,25,Private,251915,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
3118,39,Local-gov,187127,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
3119,24,Private,69045,Some-college,Never-married,Sales,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K
3121,39,Private,74163,12th,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
3122,23,Private,60847,Assoc-voc,Never-married,Sales,Unmarried,White,Female,0,0,60,United-States,<=50K
3123,67,Self-emp-not-inc,116057,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,3273,0,16,United-States,<=50K
3124,41,Private,82393,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
3125,24,Local-gov,134181,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K
3127,30,Self-emp-inc,117570,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
3129,56,Private,56331,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,32,United-States,<=50K
3130,51,Private,35576,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
3131,57,Self-emp-not-inc,149168,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
3132,34,Private,157165,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
3133,24,Private,278130,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
3134,57,Private,257200,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
3136,23,Private,580248,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
3137,35,Private,230054,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
3138,58,Private,519006,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
3140,17,Private,115551,11th,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
3144,31,Private,332379,Some-college,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,50,United-States,<=50K
3145,29,Private,95465,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
3147,25,Self-emp-not-inc,209384,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,32,United-States,<=50K
3148,28,Private,50814,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
3149,54,Private,143865,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
3150,31,Local-gov,50442,Some-college,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,32,United-States,<=50K
3151,23,Private,236601,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0,0,48,United-States,<=50K
